MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40070689","Beautifully renovated!! Duplex potential!! This recently updated 2 bedroom, 1.5 bathroom home offers versatility and style. It sits on a 48 x 105 lot and has a separate side door entry to the basement with an R6 zoning designation and development potential. It features a main floor bedroom and four piece bathroom. The eat-in kitchen is contemporary and fully updated with soft close mechanisms with 3 appliances, and glass backsplash. The house is carpet free with a combination of hardwood and tile flooring throughout. The second bedroom is on the upper level in addition to a two piece bathroom and laundry. Additional updates include; roof, furnace, AC, Siding, electrical panel. Dont miss out!! (62927633)","2","2 + 0",,"House",,"680 VICTORIA Street S|Kitchener, Ontario N2M3B3","-80.52034168","43.43991092","N2M3B3",,"$699,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Hospital, Park, Place of Worship, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637502766379470000/reb16/highres/9/40070689_1.jpg"
"40071413","A wonderful opportunity to live and work within steps of the heart of DTK!  This two-and-a-half storey duplex with CR1 zoning fronts onto Frederick Street and sits astride the highly desirable central Kitchener neighbourhoods of the East Ward and Civic Centre.  It could also easily be converted back to a single family home if one so desires! The over 1,880 square feet above-grade (plus finished basement) offers bountiful space for a main floor business, with the two bedroom upper unit also featuring open concept living space, with a nicely sized kitchen, walkout balcony and finished attic space.  Great for a small business or professional corporation, with the added advantage of being able to either live above the shop yourself, or find a residential tenant for added income!  Theres more than enough room for two large separate offices on the main level, plus a back den for admin assistance and even potential for a third office downstairs.  A bonus kitchenette is featured on the main level.  This property is only a few minutes from the expressway for ease of access, 10 minutes on foot to the regional courthouse, and just 15 minutes by foot to the central DTK intersection of King and Queen.  Call or click today for more information! (62918776)","2","2 + 0","1884.2100","House",,"310 FREDERICK Street|Kitchener, Ontario N2H2N7","-80.4770502","43.45643312","N2H2N7",,"$699,900 ","Single Family",,"Freehold","Dryer, Microwave, Refrigerator, Stove, Washer",,"Full (Partially finished)","Forced air","under 1/2 acre","Hospital, Park, Place of Worship, Playground, Public Transit, Schools",,"CR1","https://cdn.realtor.ca/listing/TS637497109035500000/reb16/highres/3/40071413_1.jpg"
"40067799","ATTENTION savvy investors and home owners! Get this 2015 built semi-detached property with in-law suite in desirable Rockway! This is in an IDEAL location downtown Kitchener. This property is currently being ran as a VERY profitable AirBnB and is fully furnished, decorated and fully operating. You could simply move right in with all the furniture if youd like, fully turn key, or you can buy it without the furnishings. The seller is a very successful investor with AirBnb properties in KWC and is willing to stay on as a property manager and continue running this gem for you! With a 7.3% cap rate, wow, youll never find this in KWC for a property in this price range. Move in and enjoy the home, continue renting 1 unit as a mortgage helper, or go all the way and be a savvy investor and continue renting the entire property. (62893821)","3","3 + 1","1500.0000","House",,"447 STIRLING Avenue S|Kitchener, Ontario N2M3H7","-80.49017","43.436203","N2M3H7",,"$749,900 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air","under 1/2 acre",,,"res","https://cdn.realtor.ca/listing/TS637491686863900000/reb20/highres/9/40067799_1.jpg"
"40085013","Welcome to 213 Templewood Dr Kitchener! Gorgeous carpet free freehold townhouse (NO  FEES ), 3- Bedroom 3-bathroom, single car garage, bright end Unit, Walkout  basement,  located in Huron Park! Master bedroom 3pc ensuite; stainless kitchen appliances;  Spacious living room, sliding doors to the deck and fenced yard. Close to amenities and 401  access yet quiet family friendly area close to parks/schools. Brand new laminate flooring,  Fresh painting, Updated bathrooms and kitchen (2021), new quartz counter top and toilets  installed(2021). New dishwasher installed (2021). Better than new! A Must See! (63046030)","3","3 + 0","1224.0000","Row / Townhouse",,"213 TEMPLEWOOD Drive|Kitchener, Ontario N2R0A3","-80.46388284","43.39463622","N2R0A3",,"$619,900 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in, Hood Fan",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Park, Playground, Public Transit, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637520151560300000/reb16/highres/3/40085013_1.jpg"
"40070227","Welcome to the move-in ready end-unit townhome in desirable Williamsburg neighborhood in Kitchener! You will find yourself in the immaculate home as you enter the property with no carper -except on stairs. The main floor with beautiful custom floor, shiplap fireplace (electric  2019) in the main living area; open concept granite countertops, catchy backsplash and all stainless appliances including Double Oven Stove in the kitchen. A Bright Kitchen with Dinette and Walk out onto the 16 x 22 ft. deck featuring an eating area, built in benches/planter boxes, and natural gas hook ups with pergola. Fully fenced backyard recently updated! Upstairs youll find a bonus loft office space, a large master, 2 additional bedrooms and a 3pc bathroom. Updated light fixtures on the main floor and over-sized single car garage are included in the features of this beautiful home. Walking distance to shopping, schools, parks and Goodlife Fitness, with easy access to area highways and 401. Dont miss this opportunity in a family friendly neighborhood! Book or call for your private viewing. This property won't last long! (63029865)","2","3 + 0","1320.0000","Row / Townhouse",,"138 DUBRICK Crescent|Kitchener, Ontario N2E4G3","-80.504568","43.404557","N2E4G3",,"$649,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Microwave Built-in, Window Coverings",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residental","https://cdn.realtor.ca/listing/TS637519695318200000/reb16/highres/7/40070227_1.jpg"
"40084480","Quality built Energy efficient, Energy Star freehold property by Fusion Homes. Private maintenance free landscape backing onto forested greenbelt and rock wall. Enjoy nature from your window or from Grand Rivers walking trails minutes away. Bright open concept main floor offers kitchen with peninsula breakfast bar and sliding glass doors to backyard. Master bedroom features ensuite and walk-in closet. Many updates include A/C 2017, Driveway 2018, Dishwasher 2019, Toilets 2019, Dryer 2019, Washer 2021, Blinds 2019, Professional finished basement 2020 with cold room and 3 piece rough-in. Oversized single garage with garage door opener, Low E windows, energy saving features throughout. NO CONDO FEES or MAINTENANCE fees. Easy access to highway 24 (and 401), Guelph and the Waterloo Regional Airport! (63044015)","3","3 + 0","1490.0000","Row / Townhouse",,"127 UPPER MERCER Street|Kitchener, Ontario N2A4N2","-80.404379","43.445827","N2A4N2",,"$625,000 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Hood Fan",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre",,,"RES","https://cdn.realtor.ca/listing/TS637519569311300000/reb16/highres/0/40084480_1.jpg"
"40084295","Executive Townhome Condo located in a mature part of Kitchener. This 1,480 sq/ft freehold townhome is close to Conestoga College, walking trails to Walter Bean Trail and Schneider's Creek and is only 5 minute drive to the 401! This townhome has many upgrades including: hardwood floors and railings, r/o water system, natural gas bbq, insulation in attic in 2019 and glass tile backsplash in the kitchen with upgraded appliances! Upstairs has a full width master bedroom including an ensuite with a walk in ceramic tiled and glass door shower. Second bedroom is also a great size with the 4 pc bath next door and the awesome feature of a laundry closet. No need to take clothes down the stairs!! Main floor has a walk out to a deck and open quiet space and a 2pc wash located near the entrance. Lower level is fully finished and could be used as a den or bedroom! Lower level also has a bathroom rough in!. You will love the open space with natural sunlight! Schedule your viewing today! (63039291)","3","2 + 1",,"Row / Townhouse",,"105 PINNACLE Drive Unit# 29|Kitchener, Ontario N2P1B8","-80.41556302","43.39028223","N2P1B8",,"$629,900 ","Single Family",,"Condominium","Central Vacuum, Water softener",,"Full (Finished)","Forced air",,"Golf Nearby, Place of Worship, Public Transit, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637517695789000000/reb41/highres/5/40084295_1.jpg"
"40084216","You've found your perfectly-located property in desirable Lackner Woods. Get ready to call this 3 bedroom 3 bath freehold townhouse home. It's located near two schools, Chicopee Ski Hill, trails winding toward the nearby Grand River, highways 401 & 85. All this while backing onto greenspace (no backyard neighbours) The main floor boasts an appealing open concept layout with ceramic tile and main floor laundry. Upstairs features a very spacious master with 4 piece ensuite. Step out the sliding floors from the great room to your patio and fenced yard where you can hear the birds in the adjacent green space. Investors, this house has a new roof (2019) and furnace (2017) with no condo fees! Book your visit today,  this beauty won't last long! (63038758)","3","3 + 0",,"Row / Townhouse",,"78 COLTON Circle|Kitchener, Ontario N2A4K4","-80.40909736","43.44801779","N2A4K4",,"$574,900 ","Single Family","2","Freehold","Dryer, Microwave, Refrigerator, Stove, Washer, Gas stove(s), Hood Fan",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Golf Nearby, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping, Ski area",,"RES","https://cdn.realtor.ca/listing/TS637517643638900000/reb16/highres/6/40084216_1.jpg"
"40083153","You can stop your search immediately. NO CONDO FEES, this townhome boasts purely impressive features. Maple hardwood and ceramic flooring on the main floor, carpet upstairs (New2020), deep soaker tub plus custom glass designer tile in upper bathroom, maple railings and upper & lower decks! Completed with a fully finished basement that includes a beautiful 3 piece washroom, massive rec room which has a walkout into the private, fully fenced, landscaped backyard. Located in the much sought after Idlewood/Lackner Woods neighborhood, you need to book a showing ASAP. (63035511)","3","3 + 0","1386.1000","Row / Townhouse",,"919 ZELLER Crescent|Kitchener, Ontario N2A0C7","-80.41026599","43.45386223","N2A0C7",,"$600,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Water softener, Washer, Gas stove(s)",,"Full (Finished)","Forced air","under 1/2 acre","Park",,"R","https://cdn.realtor.ca/listing/TS637518468676270000/reb16/highres/3/40083153_1.jpg"
"40081759","PREPARED TO BE IMPRESSED, THIS GORGEOUS  TOWNHOME IS EXCEPTIONAL!!! END UNIT, FREEHOLD(NO CONDO FEES) , FINISH TOP TO BOTTOM , IMPRESSIVE OVERSIZE  BACKYARD  ,OVER 2000SQF OF FINISH SPACE, IMMACULATE AND MOVE-IN READY. WELCOME TO THE GORGEOUS 3 BED+DEN/OFFICE( CAN BE 4TH- BED), 3.5 BATH HOME IN SOUGHT AFTER HURON NEIGHBORHOOD. THE DRIVEWAY HAS BEEN EXTENDED WITH A CONCRETE PATH, TO FIT TWO CARS ALSO THERE IS A 1 CAR GARAGE. THE MODERN OPEN CONCEPT MAIN FLOOR IS HIGHLIGHTED BY A TASTEFULLY UPGRADED KITCHEN FEATURING QUARTZ COUNTERTOPS, STAINLESS STEEL APPLIANCES, WITH A LARGE PENINSULA /BREAKFAST BAR AND BACKSPLASH.THE LARGE LIVING ROOM FEATURES A STONE FEATURE WALL , SURROUNDING THE FIREPLACE  , POT LIGHTS , ZEBRA BLINDS, BIG WINDOWS ALLOWING LOTS OF NATURAL LIGHT . THE SLIDING DOORS LEADS TO THE CONCRETE PATIO, FULLY FENCED OVERSIZE YARD. UPSTAIRS THE PRIMARY SUITE IS A GREAT RETREAT,  WITH A BEAUTIFUL ENSUITE, 4PC BATH AND DOUBLE CLOSETS FOR ALL YOUR STORAGE NEEDS. TWO ADDITIONAL GOOD SIZE BRIGHT BEDROOMS, AND A 4PCS FAMILY BATH , ALSO A SEPARATE ROOM FOR OFFICE /DEN OR 4TH -BEDROOM USE ,ROUND OFF THE UPSTAIRS. THE BASEMENT IS FULLY FINISHED WITH A LARGE RECREATION ROOM, THERE IS ALSO A 4PC BATH AND LAUNDRY ROOM WITH TONS OF STORAGE SPACE . TREMENDOUS SPACE IN THIS HOME  ! PERFECT LOCATION, NEAR QUALITY SCHOOLS, RESTAURANT, SHOPPING AND HWYS. 7/8 AND THE 401 MAKE WORK AN EASY COMMUTE. CLOSE TO HURON NATURAL PARK AND HURON HEIGHTS SECONDARY SCHOOL (63033476)","4","3 + 0","1676.0000","Row / Townhouse",,"84 RENFREW Street|Kitchener, Ontario N2R0G8","-80.47163607","43.38254391","N2R0G8",,"$699,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637517796894100000/reb16/highres/9/40081759_1.jpg"
"40080836","Built in 2016, this beautiful 1740sf above grade, freehold townhouse was built in the sought after location of Mattamy Wildflowers Community. The main level of this townhouse holds an open concept style layout complete with a beautiful spacious kitchen, doors leading to fully fenced back yard with deck, great room with gas fireplace, large dining area and a den nook at entry. The upper level features a big beautiful primary bedroom complete with walk-in closet and 5pc ensuite, as well as two other bedrooms one bedroom, featuring a walk-in closet. This upper level also holds a beautiful 4 pc main washroom as well as the laundry room for the added convenience of not traveling up and down stairs with laundry baskets. The basement is unspoiled and is awaiting you touches! (63032025)","3","3 + 0",,"Row / Townhouse",,"55 ARBOURVIEW Crescent|Kitchener, Ontario N2R0K4","-80.49568175","43.38246879","N2R0K4",,"$699,900 ","Single Family","2","Freehold","Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Washer, Microwave Built-in",,"Full (Unfinished)","Forced air, (Natural gas)","0.055 ac|under 1/2 acre","Public Transit, Shopping",,"R-6 604R, 606R, 612R","https://cdn.realtor.ca/listing/TS637517369518500000/reb13/highres/6/40080836_1.jpg"
"X5158304","End Unit Townhouse On A Quiet Cul-De Sac Makes This A Very Desirable Location Especially With The In-Law Suite. Backing Onto Greenspace And A Partially Covered 2 Level Deck Making It Even More Private. Natural Gas Hook-Up And A Shed Also On The Deck. Don't Miss Out On This One!!**** EXTRAS **** Continuation Of Legal Desc -- Being Pts 7 & 8 On 58R-16265 Subject To An Easement Over Pt 8 On 58R-16265 In Favour Of Pt Blk 5 Pl 58M-460, Being Pts 2, 3, 4, 5, & 6 On 58R-16265 As In Wr412092 City Of Kitchener (28109443)","4","3",,"Row / Townhouse",,"516 NORTHBROOK PL|Kitchener, Ontario N2R0A3","-80.4628603","43.395028","N2R0A3",,"$699,000 ","Single Family","5","Freehold",,,"Full (Finished)","Forced air (Natural gas)","36.48 FT ; 36.48X140.03X9.84X9.84X12.64X1.33X180.26","Public Transit, Schools","$3,551",,"https://cdn.realtor.ca/listing/TS637517363715470000/reb86/highres/4/x5158304_1.jpg"
"40081612","Hurry up and move to live in the sought after Kitchener Doon South location defined by environmentally-protected woodlands and green space. This stylish 3 bed, 2,5 bath end-unit will delight you with open concept design, an intelligent layout, loads of luxuries, high ceilings, and floor-to-ceiling windows at every turn. The expansive kitchen is highlighted tastefully with white quartz counter tops, gas stove, high cabinets, backsplash and large island, accent lighting and high-end stainless appliances. Modern open concept living, dining and kitchen leads you to the huge balcony to enjoy those summer days entertaining with your family and friends. The master suite complete with en-suite and walk-in closet offers a quiet getaway at the end of the day. On the same upper level you will find 2 more big bedrooms and laundry room.The double garage with 2 car driveway is an added bonus. This unit offers the convenience of turn-key lifestyle without maintenance chores. Walk the array of trails and scenic corridors; watch as the leaves from the surrounding woodlands turn colour in the fall; find comfort in the welcoming streetscapes lined with inviting front porches, verandas and balconies. Living here offers an active community that boasts a natural serenity year-round, integrates family friendly features like walking, biking trails, parks and natural area, schools while providing easy highway access for commuters.  Robert Ferrie to South Creek; near Moorelands Cres (63032599)","3","3 + 0","1700.0000","Row / Townhouse",,"115 SOUTH CREEK Drive Unit# 6 D|Kitchener, Ontario N2P0H2","-80.44128668","43.37517405","N2P0H2",,"$599,900 ","Single Family","4","Condominium","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",,"None","Forced air, (Natural gas)",,"Golf Nearby, Park, Place of Worship, Public Transit, Schools",,"Res","https://cdn.realtor.ca/listing/TS637517502693830000/reb16/highres/2/40081612_1.jpg"
"X5157704","Located In New Woodcrest Community By Freure Homes. Built In 2020, This New Townhome Offers Over 1,500 Sq. Ft W/ 3 Beds, 2.5 Baths. Hardwood Floors & Staircase, Quartz Counters, Kitchen Island, Tile Backsplash, Ss Appliances, Upgraded Lights & Upgraded Basement Height W/ Large Windows. Large Master Bedroom W/ Ensuite Bath & Walk-In, 2nd Lvl Laundry, 2 More Beds & 2nd Full Bath. Proposed Elementary School Across The Road.**** EXTRAS **** Inclusion: Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Window Coverings, All Elfs. Exclusions:  None Rental Hot Water Heater- Taxes Tbc-Not Assessed - Status Cert Available (28107791)","3","3",,"Row / Townhouse",,"205 WOODMEADOW CRT|Kitchener, Ontario N2R0P8","-80.4741283","43.3818835","N2R0P8",,"$599,900 ","Single Family","2","Freehold",,,"Full (Unfinished)","Forced air (Natural gas)","18.01 x 97.44 FT","Park, Schools","$0",,"https://cdn.realtor.ca/listing/TS637516900657570000/reb82/highres/4/x5157704_1.jpg"
"X5157907","This 2 Year Old, Freehold, End Unit Mattamy Townhome Is Stunning. With Granite Countertops, Pendant Lighting, Tasteful Backsplash And Stainless Steel Appliances, This Kitchen Is Sure To Impress. Extra Windows Make The Carpet Free Living/Dining Room Combination Feel Bright & Open. Upstairs You'll Find 3 Spacious Bedrooms, Including A Master With Ensuite & Walk-In Closet. A Place Like This In One Of Kitchener's Best Neighbourhoods Is One You Won't Want To Miss!**** EXTRAS **** Inclusions: Carbon Monoxide Detector, Dishwasher, Dryer, Gas Oven/Range, Range Hood, Refrigerator, Smoke Detector, Washer, Window Coverings. (28107287)","3","3",,"Row / Townhouse",,"54 WATERMILL ST|Kitchener, Ontario N2P0H3","-80.4319678","43.3741948","N2P0H3",,"$675,000 ","Single Family","2","Freehold",,,"Full (Unfinished)","Forced air (Natural gas)","26.84 x 88.75 FT","Park, Schools","$4,178.09",,"https://cdn.realtor.ca/listing/TS637516859418700000/reb86/highres/7/x5157907_1.jpg"
"H4100260","Welcome to 205 Woodmeadow Court. This bright, open-concept townhome is located in the desirable new Woodcrest Community built by Freure Homes. Built in 2020 this new townhome offers over 1,500 sq. ft with 3 bedrooms, 2.5 bathrooms. Features of this home includes many upgrades including hardwood floors, hardwood staircase, quartz counter tops, kitchen centre island, tile backsplash, stainless steel appliances, upgraded light fixtures and upgraded basement height with large windows and more. The upstairs features a large master bedroom with an ensuite bathroom and walk-in closet, 2nd level laundry, 2 more bedrooms and a 2nd full bathroom. These modern townhomes are surrounded by trees and green-space, and is just across the road form a newly proposed elementary school for the area. (27047481)","3","3","1598.0000","Row / Townhouse",,"205 WOODMEADOW Court|Kitchener, Ontario N2R0P8","-80.474152","43.381884","N2R0P8",,"$599,900 ","Single Family","2","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",,"Full (Finished)","Forced air (Natural gas)","18 x 97.44|under 1/2 acre","Golf Course, Schools","$0",,"https://cdn.realtor.ca/listing/TS637516734819370000/reb14/highres/0/h4100260_1.jpg"
"X5157109","This Immaculate 1,874 Sqft Townhouse Is Where You Will Want To Be. Located In  Lackner Woods, Surrounded By Beautiful New Homes, Top Rated Schools, Parks, Amenities And Just Minutes Away From Major Routes Making Getting Around The City Completely Stress Free. This Home Has Great Curb Appeal Which Flows Nicely With The Interior Design. Enter Into The Large Foyer With Soaring High Ceilings & Note Of The Hardwood Throughout Main Level.**** EXTRAS **** Large Modern Kitchen With W/O To Deck. 3 Bedrooms Upstairs Including Master With W/I Closet And Ensuite. Basement Rec Room With Access To The Garage And Laundry With Access To The Backyard. (28104078)","3","3",,"Row / Townhouse",,"#G4 -70 WILLOWRUN DR|Kitchener, Ontario N2A0J3","-80.4035113","43.449139","N2A0J3",,"$575,000 ","Single Family","1","Condominium/Strata",,,"Full (Finished)","Forced air (Natural gas)",,,"$3,364",,"https://cdn.realtor.ca/listing/TS637516715207600000/reb86/highres/9/x5157109_1.jpg"
"40082868","Do you enjoy outdoor recreation and exploring nature? Then this absolutely stunning 3 bedroom, 2.5 bath townhouse near Chicopee Hills is the perfect home for you and your family! You could spend your summer weekends on walking trails that lead to the Grand River, or your winter weekends at the Chicopee ski hill. This home's open-concept layout includes a modern kitchen complete with plenty of cabinet storage, granite counter-top space and stainless-steel appliances. Modern ceramics and hardwood throughout the main floor makes cleaning a breeze. Step out from the dinette to a backyard deck and enjoy the peace and quiet. Or retire upstairs to your master bedroom that includes 2 closets and a 3-piece ensuite bath. Your kids will love hanging out in a spacious rec room in the finished basement. And you will love living in a quiet neighbourhood that's close to top rated schools, shopping, green spaces, and that's just minutes away from highways. Hurry in to check out this great property - it will not last long at this price in this market! (63028280)","3","3 + 0","1462.0000","Row / Townhouse",,"7 UPPER MERCER Street Unit# K40|Kitchener, Ontario N2A0B7","-80.40784904","43.44609133","N2A0B7",,"$575,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Playground, Schools, Shopping, Ski area",,"Res","https://cdn.realtor.ca/listing/TS637516551304100000/reb16/highres/8/40082868_1.jpg"
"40082163","Immaculate Freehold end-unit town, like new! Neutral colour pallette throughout the open main floor concept, kitchen is adorned with stainless appliances, convenient island with breakfast bar, and quartz counters. Main floor is carpet free with durable laminate and ceramic flooring. Second floor has a master retreat with two walk-in closets and ensuite with 5x3 walk-in glass shower and double sinks. Two more bedrooms are serviced by the 4-piece bath on the second floor. Basement is unfinished with a bathroom rough-in ready for finishing touches. (63026536)","3","3 + 0","1477.0000","Row / Townhouse",,"161 ROCHEFORT Street|Kitchener, Ontario N2R0N1","-80.47752348","43.38566383","N2R0N1",,"$639,900 ","Single Family",,"Freehold","Central Vacuum - Roughed In, Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Unfinished)","Forced air","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637516167302970000/reb16/highres/3/40082163_1.jpg"
"X5155353","Freehold 4 Bedroom End Unit Townhome (109 Ft Lot Depth) Looks Like Semi Detached Located In Huron Park With Single Car Garage, With Upgraded Appliances In 2019, Spacious Living Room With Sliding Doors To The Deck And Fenced Yard. Upstairs You Will Find Very Big Master Bedroom And 2 Other Decent Sized Bedrooms, And 4-Piece Bathroom With A Shower And A Tub. Fully Finished Basement With Rec-Room And A Big Bedroom.**** EXTRAS **** Recent Upgrades Include - Stove - 2019, Fridge - 2019, Dishwasher - 2019, Humidifier - 2021, Nest Thermostat - 2018, Reverse Osmosis - 2019. Great Location Close To All Amenities Including Highway 401, Shopping Centres And Schools. (28097566)","2","3 + 1",,"Row / Townhouse",,"274 SOPHIA CRES|Kitchener, Ontario N2R1X9","-80.4861164","43.3867795","N2R1X9",,"$599,900 ","Single Family","3","Freehold",,,"Full (Finished)","Forced air (Electric)","26.97 x 109.02 FT",,"$3,397.45",,"https://cdn.realtor.ca/listing/TS637515929369400000/reb82/highres/3/x5155353_1.jpg"
"X5154874","Welcome To Activa Homes, A Brand New Desirable Free-Hold Home, Located In The Doon South Community In Kitchener. Never Lived In Before, Featuring 3 Bedrooms, 2.5 Bathrooms With Quartz Top Vanities And Numerous Upgrades. The Great Room Is An Open Concept With Dining And Lots Of Natural Lighting.The Ground Floor & Second Floor Are Carpet-Free, With Laminated Flooring. Modern Kitchen With Quartz Countertop, Backsplash, & Brand New Appliances.**** EXTRAS **** S/S Appliances (Fridge, Stove, Dishwasher), Washer, Dryer, Cac & All Electric Light Fixtures, Garage Door Opener, Laundry On Main Level & Ability To Work From Home In The Large Main Floor Office With W/T To Backyard. Tankless Softer Rental (28097052)","3","3",,"Row / Townhouse",,"118 MONARCH WOODS DR|Kitchener, Ontario N2P0K3","-80.4226412","43.3778919","N2P0K3",,"$699,000 ","Single Family","3","Freehold",,,,"Forced air (Natural gas)","5.5 x 30 M",,"$0",,"https://cdn.realtor.ca/listing/TS637515929311500000/reb82/highres/4/x5154874_1.jpg"
"40082657","Welcome To This Charming Executive Condo Townhome, Move-In Ready and Great For First-Time Home Buyers. This Cozy Home Is Spotless and Immaculately Kept 3 Br, 3.5 Bath, Your Well Laid Out Master Suite With W/I Closet & 4 Pc Ensuite and 2 Good Sized Bedrooms. Enjoy Your Amazing Kitchen With Granite Countertop And SS Appliances, Your Basement Bathroom Retreat With A Jacuzzi. Prime Location, Minutes From Trails, Hwy 401, Parks, Schools, Conestoga College and All Amenities. No Student Rentals Allowed In This Complex. New Dryer(Sep 2019); New Furnace & C/Air Cond(July2020);Roof (Aug 2019) (63022360)","4","3 + 0","1493.1300","Row / Townhouse",,"105 PINNACLE Drive Unit# 32|Kitchener, Ontario N2P1B8","-80.41529","43.389995","N2P1B8",,"$689,900 ","Single Family","2","Condominium","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan",,"Full (Finished)","Forced air, (Natural gas)",,"Golf Nearby, Park, Public Transit, Schools",,"R-6 192R","https://cdn.realtor.ca/listing/TS637515770574470000/reb15/highres/7/40082657_1.jpg"
"40079715","You dont want to miss this opportunity! This immaculate townhouse is situated in a quiet sought-after neighbourhood in the Laurentian West area.  Offering a great opportunity for anyone looking to move into a quiet and safe neighbourhood that is close to schools, parks, walking trails, shopping, and all amenities. Excellent location for commuters as this has great highway access to Hwy 7/8 and 401. Featuring a modern kitchen with stunning ceaserstone quartz countertop, open concept, eat in kitchen, master bedroom with  en-suite and walk in closet, large bedrooms, finished basement with bathroom rough in and a spacious garage! Enjoy many beautiful days reading or entertaining on your very own deck, backing on green space! Book your private showing today, this will not last long! (63019406)","3","3 + 0",,"Row / Townhouse",,"1989 OTTAWA Street S Unit# 5|Kitchener, Ontario N2E0G7","-80.53049122","43.40552959","N2E0G7",,"$574,900 ","Single Family","2","Condominium","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air, (Natural gas)",,"Playground, Public Transit, Schools, Shopping",,"Residential Condominium","https://cdn.realtor.ca/listing/TS637515769702130000/reb41/highres/5/40079715_1.jpg"
"40082451","This immaculate 1,874 sqft townhouse is where you will want to be. Located in the desirable area of Lackner Woods, surrounded by beautiful new homes, top rated schools, parks, amenities and just minutes away from major routes making getting around the city completely stress free. This home has great curb appeal with mix material frontage which flows nicely with the interior design. Enter into the large foyer with soaring high ceilings for that grandeur atmosphere where you will immediately take note of the ultra modern and neutral tones throughout with light wash hardwood flooring. The main floor features a large eat in kitchen with quartz counter top, stainless steel appliances and stunning arabesque tile backsplash! You will also enjoy the dinette area with a gorgeous waffle feature wall and a walkout to the upper deck area - perfect for those BBQ dinners! A separate living room area for lounging after a long day, 2 pc bath and bonus storage area under the stairs. Upstairs you will find the Master Retreat with walk-in closet and ensuite boasting an upgraded walk-in tiled shower. Two other bedrooms and full bath complete this upper level. Down in the basement is a large Rec Room area with inside entry to the garage, large laundry area with walkout to the backyard area. The yard space is just enough to sit out and enjoy and let the kids play! Come and check out this amazing home before its too late! (63021757)","3","3 + 0","1411.3300","Row / Townhouse",,"70 WILLOWRUN Drive Unit# G4|Kitchener, Ontario N2A0J3","-80.40361859","43.44873376","N2A0J3",,"$575,000 ","Single Family","2","Condominium","Central Vacuum - Roughed In, Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Golf Nearby, Park, Playground, Public Transit, Schools, Shopping, Ski area",,"RES","https://cdn.realtor.ca/listing/TS637516896969600000/reb16/highres/1/40082451_1.jpg"
